Building Name,ADDRESS
201 W. SPRINGFIELD,201 W. SPRINGFIELD CHAMPAIGN IL
1114 W. SPRINGFIELD,1114 W. SPRINGFIELD URBANA IL
112 W. MAIN,112 W. MAIN URBANA IL
"201 W. CURTIS, SUITE 1",513 W. CURTIS RD. CHAMPAIGN IL
"1114 W CLARK, URBANA",1114 W. CLARK ST. URBANA IL
1104 W. MAIN,1104 W. MAIN URBANA IL
1110 W. SPRINGFIELD,1110 W. SPRINGFIELD URBANA IL
123 W. MAIN,123 W. MAIN URBANA IL
631 E. GREEN_703 S. WRIGHT_709 S. WRIGHT,703 S. WRIGHT CHAMPAIGN IL
ASSEMBLY HALL STORAGE BLDG,1800 S. FIRST CHAMPAIGN IL
DURST BUILDING - 1112 W. UNIVERSITY,1112 W. UNIVERSITY URBANA IL
"2212 FOX DRIVE, CHAMPAIGN",2212 FOX DRIVE CHAMPAIGN IL
"1107 S FOURTH, CHAMPAIGN",1107 S FOURTH CHAMPAIGN IL
"704 S. SIXTH, CHAMPAIGN",704 S. SIXTH CHAMPAIGN IL
"322 S. GREEN, CHAMPAIGN",322 S. GREEN CHAMPAIGN IL
"111 E. CHALMERS, CHAMPAIGN",111 E. CHALMERS CHAMPAIGN IL
"106 E. DANIEL, CHAMPAIGN",106 E. DANIEL CHAMPAIGN IL
"58 E. JOHN, CHAMPAIGN",58 E. JOHN CHAMPAIGN IL
"309 E. HEALY, CHAMPAIGN",309 E. HEALY CHAMPAIGN IL
"2301 FOX DRIVE, CHAMPAIGN",2301 FOX DRIVE CHAMPAIGN IL
1602 E. UNIVERSITY,1602 E. UNIVERSITY URBANA IL
709 W. UNIVERSITY,709 W. UNIVERSITY URBANA IL
510 DEVONSHIRE,510 DEVONSHIRE CHAMPAIGN IL
GETZ HALL - PHILLIPS TRACT,1735 N 1700 E(COTTONWOOD RD) URBANA IL
RICHMOND STUDIO,1110 W. MAIN URBANA IL
"401 E. JOHN, CHAMPAIGN",401 E JOHN CHAMPAIGN IL
FIRE SUB STATION,1105 W. GREGORY DR. URBANA IL
F-29 PARKING DECK,"1001 S. DORNER DR., URBANA" IL
NEWTON HOUSE,NULL CHAMPAIGN IL
111 E. GREEN STREET,111 E. GREEN STREET CHAMPAIGN IL
EICHELBERGER FIELD AND PRESS BOX,1201 W. FLORIDA AVE. URBANA IL
NORTH ANNEX,408 S. THIRD CHAMPAIGN IL
4110 S. FIRST STREET,4110 S. FIRST STREET CHAMPAIGN IL
SIEBEL CENTER FOR COMPUTER SCIENCE,201 N. GOODWIN AVENUE URBANA IL
NAT CENTER FOR SUPERCOMP APPL,1205 W. CLARK ST. URBANA IL
CARLE FORUM,611 W. PARK URBANA IL
709 S. WRIGHT,709 S WRIGHT STREET CHAMPAIGN IL
1008 W. UNIVERSITY,1008 W UNIVERSITY AVENUE URBANA IL
1206 W. NEVADA,1206 W. NEVADA URBANA IL
2321 SOUTH FIRST STREET,2321 S. FIRST STREET CHAMPAIGN IL
2323/2325 SOUTH FIRST STREET,2323 S. FIRST STREET CHAMPAIGN IL
100 TRADE CENTER,100 TRADE CENTER DRIVE CHAMPAIGN IL
106 E. DANIEL,106 E DANIEL CHAMPAIGN IL
AN HUSB HEDDEN HOUSE,7 E. ST. MARY'S RD. CHAMPAIGN IL
ANIMAL HUSBANDRY HEDDEN BARN,7 W. ST. MARY'S RD. CHAMPAIGN IL
PIG NURSERY - NORTH,S. FIRST ST. CHAMPAIGN IL
ANIMAL HUSBANDRY SWN BRN - HEDDEN,1901 S. FIRST ST. CHAMPAIGN IL
AN HUSB EXPR SWINE FEED SHED,S. FIRST CHAMPAIGN IL
FARROWING BUILDING - SWINE RES CTR,3502 S. FIRST ST. CHAMPAIGN IL
SOW FEEDING BUILDING - SWINE RES CTR,3502 S. FIRST ST. CHAMPAIGN IL
FEED & VITAMIN MIXING BARN,S. FIRST CHAMPAIGN IL
ANIMAL HUSBANDRY SHEEP MET BLDG,E. ST. MARY'S RD. CHAMPAIGN IL
INDIVIDUAL FEEDING BARN,E. ST. MARY'S RD. CHAMPAIGN IL
ANIMAL HUSBANDRY SHEEP BARNS,201 E. ST. MARY'S RD. CHAMPAIGN IL
FEED MIXING AND SHEEP BARN,E. ST. MARY'S RD. CHAMPAIGN IL
PIG NURSERY - SOUTH,S. FIRST CHAMPAIGN IL
SWINE BARN,S. FIRST CHAMPAIGN IL
FEED STORAGE PLANT,E. ST. MARY'S RD. CHAMPAIGN IL
CONCRETE BLOCK FEED STORAGE,E. ST. MARY'S RD. CHAMPAIGN IL
SWINE RESEARCH CENTER STORAGE,S. FIRST ST. CHAMPAIGN IL
HOG AND CATTLE WEIGHING SHED,E. ST. MARY'S RD. CHAMPAIGN IL
CALF BARN,E. ST. MARY'S RD. CHAMPAIGN IL
ANIMAL HUSBANDRY CATTLE FEEDING PLT,E. ST. MARY'S RD. CHAMPAIGN IL
SCALE HOUSE,E. ST. MARY'S RD. CHAMPAIGN IL
GARAGE,E. ST. MARY'S RD. CHAMPAIGN IL
FEED MIXING SHED,E. ST. MARY'S RD. CHAMPAIGN IL
AGRONOMY SOUTH FARMS LAB,2102 S. WRIGHT URBANA IL
NURSERY BUILDING-SWINE RES CTR,3502 S. FIRST ST. CHAMPAIGN IL
CONFINEMENT BEEF UNIT,E. ST. MARY'S RD. CHAMPAIGN IL
SWINE FINISH. FAC.-SWINE RES,3502 S. FIRST CHAMPAIGN IL
ANIMAL SCI SHOP & STOR-HORSE FARM,1810 S. FOURTH ST. CHAMPAIGN IL
POLE FRAME HORSE BARN,E. ST. MARY'S RD. CHAMPAIGN IL
SHEEP SHELTER,E. ST. MARY'S RD. CHAMPAIGN IL
ANIMAL SCIENCE K40 FACILITY,501 E. ST. MARY'S RD. CHAMPAIGN IL
ANIMAL SCI RUMINANT METABOLISM UNIT,E. ST. MARY'S RD. CHAMPAIGN IL
ANIMAL SCI FARM EQUIPMENT STOR UNIT,601 E. ST. MARY'S RD. CHAMPAIGN IL
ANIMAL SCI ISOLATION UNIT,E. ST. MARY'S RD. CHAMPAIGN IL
SWINE PROGENY TEST FACILITY,1811 S. FIRST ST. CHAMPAIGN IL
EQUINE RESEARCH BARN,517 E. ST. MARY'S RD. CHAMPAIGN IL
PESTICIDE STORAGE,W. HAZELWOOD DR. URBANA IL
MACHINERY STORAGE BLDG-AGRON FARM,W. HAZELWOOD DR. URBANA IL
MACHINERY & EQUIP STOR SHED - AGRON,W. HAZELWOOD DR. URBANA IL
AGRONOMY DEPARTMENT BARN,W. HAZELWOOD DR. URBANA IL
IMPLEMENT SHED WEST OF SEEDHOUSE,W. HAZELWOOD DR. URBANA IL
AGRONOMY SEED HOUSE,2102 S. WRIGHT ST. CHAMPAIGN IL
AGRONOMY DRYING SHED,W. HAZELWOOD DR. URBANA IL
SHEET METAL BARN,W. HAZELWOOD DR. URBANA IL
SHEET METAL BARN - USDA,W. HAZELWOOD DR. URBANA IL
SHEET METAL BARN - SSSS - AGRONOMY,W. HAZELWOOD DR. URBANA IL
SHEET METAL BARN - WEED LAB - USDA,W. HAZELWOOD DR. URBANA IL
SHEET METAL BARN - AGRONOMY,W. HAZELWOOD DR. URBANA IL
SOIL PHYSICS BUILDING - USDA,1310 W. HAZELWOOD DRL. URBANA IL
RAIN DROP TOWER BUILDING - AGRONOMY,W. HAZELWOOD DR. URBANA IL
GRAIN DRYING BUILDING - AGRONOMY,W. HAZELWOOD DR. URBANA IL
USDA GROWTH CHAMBER BUILDING,W. HAZELWOOD DR. URBANA IL
MACHINE STORAGE BUILDING,W. HAZELWOOD DR. URBANA IL
DAIRY EXPERIMENTAL ROUND BARNS,1201 W. ST. MARY'S RD. URBANA IL
DAIRY EXPERIMENTAL ROUND BARNS,1201 W. ST. MARY'S RD. URBANA IL
DAIRY EXPERIMENTAL ROUND BARNS,1201 W. ST. MARY'S RD. URBANA IL
"1101 WEST ST MARY'S ROAD, U",1101 W. ST. MARY'S RD. URBANA IL
CROP SCIENCE RESEARCH & EDUC. CTR.,2008 S. WRIGHT ST. URBANA IL
NEW CALF BARN - ROUND BARNS,1201 W. GOODWIN AVE. URBANA IL
BRICK GARAGE LAB - ROUND BARNS,"1911 S. GOODWIN, AVE. URBANA" IL
OPEN FRONT CATTLE BARN,"1811 S. FOURTH ST., EXT. CHAMPAIGN" IL
CALF BARN,1201 W. ST. MARY'S RD. URBANA IL
RABBIT SHELTER,W. ST. MARY'S RD. URBANA IL
PLANT PEST DIAGNOSTIC CLINIC,1401 W. ST. MARY'S RD. URBANA IL
SWINE FINISHING - BLDG A,3502 S. FIRST ST. CHAMPAIGN IL
SWINE FINISHING - BLDG B,3502 S. FIRST ST. CHAMPAIGN IL
CAGE LAYER HOUSE,W. ST. MARY'S RD. URBANA IL
BROODING AND REARING HOUSE,W. ST. MARY'S RD. URBANA IL
ANIMAL HUSBANDRY POULTRY RES & GAR,1402 W. ST. MARY'S RD. URBANA IL
ANIMAL HUSBANDRY POULTY BREEDING PLT,W. ST. MARY'S RD. URBANA IL
DOG METABOLISM UNIT,W. ST. MARY'S RD. URBANA IL
SHEET METAL POULTRY SHED,W. ST. MARY'S RD. URBANA IL
ANIMAL HUSBANDRY POULTRY PLANT,W. ST. MARY'S RD. URBANA IL
ANIMAL HUSBANDRY POULTRY BARN,1301 W. GREGORY DRIVE URBANA IL
ALUMINUM POULTRY SHED,W. ST. MARY'S RD. URBANA IL
POULTRY RESEARCH LAYING FACILITY,W. ST. MARY'S RD. URBANA IL
GARAGE - HORTICULTURE FIELD LAB,S. ORCHARD URBANA IL
FOOD STOR SHED-HORT FIELD LAB,S. ORCHARD URBANA IL
CANINE UNIT,W. ST. MARY'S RD. URBANA IL
GROUNDS STORAGE BARN,2306 S. LINCOLN URBANA IL
STORAGE BUILDING - PELL FARM,WINDSOR RD. URBANA IL
POLLINATARIUM,606 W. WINDSOR RD. URBANA IL
HORTICULTURE FIELD RESEARCH LAB,S. LINCOLN URBANA IL
WOODY ORNAMENTALS GREENHOUSE,S. LINCOLN URBANA IL
TURF GRASS RESEARCH BLDG,LINCOLN AVE. URBANA IL
ANIMAL RESEARCH BARN-PHYSL RES LAB,"301 E. HAZELWOOD, DR. CHAMPAIGN" IL
ANIMAL GENETICS POLE BARN STORAGE,"301 E. HAZELWOOD, DR. CHAMPAIGN" IL
AMMUNITION STORAGE - 3 BLDGS,WINDSOR RD. CHAMPAIGN IL
PHYSIOLOGY RES LAB-GARAGE WEST,301 E. HAZELWOOD DR. CHAMPAIGN IL
PHYSIOLOGY RES LAB-GARAGE EAST,301 E. HAZELWOOD DR. CHAMPAIGN IL
ANIMAL SCI SUPR RESIDENCE & GARAGE,E. HAZELWOOD DR. CHAMPAIGN IL
MOORMAN RES FARM-SOUTH BARN,2201 S. FOURTH ST. EXT. CHAMPAIGN IL
MOORMAN RES FARM-GATE HOUSE,2201 S. FOURTH ST. EXT. CHAMPAIGN IL
MOORMAN RES FARM-NC-23,2201 S. FOURTH ST. EXT. CHAMPAIGN IL
MOORMAN RES FARM-BOAR BARN,2201 S. FOURTH ST. EXT. CHAMPAIGN IL
MOORMAN RES FARM-SOW BARN,2201 S. FOURTH ST. EXT. CHAMPAIGN IL
MOORMAN RES FARM-PHYSIOLOGY BARN 2,301 E. HAZELWOOD DR. CHAMPAIGN IL
MOORMAN RES FARM-PHYSIOLOGY BARN 1,301 E. HAZELWOOD DR. CHAMPAIGN IL
MOORMAN RES FARM-1A,2201 S. FOURTH ST. EXT. CHAMPAIGN IL
MOORMAN RES FARM-2A,2201 S. FOURTH ST. EXT. CHAMPAIGN IL
MOORMAN RES FARM-3A AND 4A,2201 S. FOURTH ST. EXT. CHAMPAIGN IL
MOORMAN RES FARM-5A,2201 S. FOURTH ST. EXT. CHAMPAIGN IL
MOORMAN RES FARM-FARROWING HOUSE,2201 S. FOURTH ST. EXT. CHAMPAIGN IL
MOORMAN RES FARM-1B,2201 S. FOURTH ST. EXT. CHAMPAIGN IL
MOORMAN RES FARM-2B,2201 S. FOURTH ST. EXT. CHAMPAIGN IL
MOORMAN RES FARM-3B,2201 S. FOURTH ST. EXT. CHAMPAIGN IL
MOORMAN RES FARM-4B,2201 S. FOURTH ST. EXT. CHAMPAIGN IL
MOORMAN RES FARM-5B,2201 S. FOURTH ST. EXT. CHAMPAIGN IL
MOORMAN RES FARM-OXIDATN DITCH BLDG,2201 S. FOURTH ST. EXT. CHAMPAIGN IL
IMPORTED SWINE RESEARCH LABORATORY,2201 S. FOURTH ST. EXT. CHAMPAIGN IL
MOORMAN RES FARM-1C,2201 S. FOURTH ST. EXT. CHAMPAIGN IL
MOORMAN RES FARM-2C AND 3C,2201 S. FOURTH ST. EXT. CHAMPAIGN IL
MOORMAN RES FARM-4C,2201 S. FOURTH ST. EXT. CHAMPAIGN IL
MOORMAN RES FARM-1D,2201 S. FOURTH ST. EXT. CHAMPAIGN IL
MOORMAN RES FARM-2D,2201 S. FOURTH ST. EXT. CHAMPAIGN IL
MOORMAN RES FARM-3D,2201 S. FOURTH ST. EXT. CHAMPAIGN IL
MACHINE SHED-LINCOLN AVE DAIRY,2301 S. LINCOLN URBANA IL
NEW CALF BARN-LINCOLN AVE DAIRY,2301 S. LINCOLN URBANA IL
NEW BULL BARN-LINCOLN AVE DAIRY,2301 S. LINCOLN URBANA IL
MATERNITY BARN-LINCOLN AVE DAIRY,2301 S. LINCOLN URBANA IL
GOAT BARN-LINCOLN AVE DAIRY,2301 S. LINCOLN URBANA IL
DAIRY HERDSMAN'S COTTAGE-L AVE DAIRY,2301 S. LINCOLN URBANA IL
SOUTH BARN AND CALF HOUSE-LAD,2301 S. LINCOLN URBANA IL
NORTH BARN AND MILK HOUSE-LAD,2301 S. LINCOLN URBANA IL
LOAFING BARN-DAIRY CAT MECH CTR-LAD,2301 S. LINCOLN URBANA IL
SHOP AND STORAGE BUILDING-LAD,2301 S. LINCOLN URBANA IL
'T' LOAFING BARN-LINCOLN AVE DAIRY,2301 S. LINCOLN URBANA IL
STORAGE SHED-SOUTH WRIGHT EXT-USDA,S. WRIGHT ST. EXT. CHAMPAIGN IL
AGRONOMY FIELD LABORATORY-USDA,"S. WRIGHT ST. EXT., CHAMPAIGN" IL
DAIRY HERDSMAN'S OFFICE-LAD,2301 S. LINCOLN URBANA IL
MILKING PARLOR-LINCOLN AVE DAIRY,2301 S. LINCOLN URBANA IL
FOOD SCIENCE DRY PROCESSING LAB,E. HAZELWOOD DR. CHAMPAIGN IL
HORTICULTURE BARN,LINCOLN EXTENDED URBANA IL
FEED MIXING BARN-LINCOLN AVE DAIRY,"2301 S. LINCOLN, URBANA" IL
MILKING PARLOR-LINCOLN AVE DAIRY,2301 S. LINCOLN URBANA IL
DAIRY FREE STALL BARN-LAD,"2301 S. LINCOLN, URBANA" IL
GARAGE,S. FIRST ST. CHAMPAIGN IL
TECHNOLOGY COMMERICIALIZATION BLDG,"2004 S. WRIGHT, EXT. URBANA" IL
GARAGE-SHEEP FARM,E. ST. MARY'S ROAD CHAMPAIGN IL
INTENSIVE CARE NURSERY,E. HAZELWOOD DR. CHAMPAIGN IL
SCALE HOUSE-LINCOLN AVE DAIRY,2301 S. LINCOLN URBANA IL
DAIRY BARN-SOUTH RACE STREET,S. RACE URBANA IL
CORN CRIB,S. RACE URBANA IL
IMPLEMENT SHED,S. RACE URBANA IL
FOREST SCIENCE GARAGE - S RACE ST,S. RACE URBANA IL
IMPLEMENT SHED-AG ENG-S RACE ST,3603 SOUTH RACE URBANA IL
AGRICULTURAL ENG STORAGE-S RACE ST,3603 SOUTH RACE URBANA IL
IMPLEMENT SHED-FOREST SCI-S RACE ST,S. RACE URBANA IL
MCCULLOUGH FARM HS-VET MED,S. RACE URBANA IL
DOWNES ANNEX,S. RACE URBANA IL
GARAGE-VET MED,S. RACE URBANA IL
SOUTHWEST BARN-VET MED-S RACE ST,S. RACE URBANA IL
NORTHWEST BARN-VET MED-S RACE ST,"3305 S. RACE, URBANA" IL
SUPERVISOR'S RESIDENCE-SWINE RES CTR,3502 S. FIRST CHAMPAIGN IL
VETERINARY RES FARM-FARROWING HOUSE,"S. RACE, URBANA URBANA" IL
GEOPHYSICAL OBSERVATORY-HSE GREIN FM,1002 W. CURTIS RD. URBANA IL
VETERINARY RES FARM-HOG BARN,S. RACE URBANA IL
VETERINARY RES FARM-POULTRY BARN,S. RACE URBANA IL
VETERINARY RES FARM-CLINICAL RES BAR,S. RACE URBANA IL
VETERINARY RES FARM-ISOLATION BLDG,S. RACE URBANA IL
VETERINARY RES FARM-ISOLATION BLDG,S. RACE URBANA IL
VETERINARY RES FARM-LOCKER ROOM BLDG,S. RACE URBANA IL
VETERINARY RES FARM-RADIOACTIVE R B,S. RACE URBANA IL
CORN CRIB,S. RACE URBANA IL
VETERINARY RES FARM-PATHOLOGICAL INC,S. RACE URBANA IL
AGRICULTURE ENGINEERING RESEARCH #1,S. LINCOLN EXT. URBANA IL
STRUCTURES PHYSIOLOGY LABORATORY,3305 S. RACE URBANA IL
FREE STALL BARN-LINCOLN AVE DAIRY,2301 S. LINCOLN URBANA IL
VETERINARY RES FARM-HORSE SHELTER,S. RACE URBANA IL
USDA SOYBEAN LABORATORY,3603 SOUTH RACE URBANA IL
SERVICE BUILDING - PELL FARM,WINDSOR RD. URBANA IL
GARAGE - PELL FARM,WINDSOR RD. URBANA IL
FRUIT BUILDING - PELL FARM,WINDSOR RD. URBANA IL
APIARY BUILDING - PELL FARM,WINDSOR RD. URBANA IL
MACHINE STORAGE BUILDING - PELL FARM,WINDSOR RD. URBANA IL
AGRICULTURE ENGINEERING RESEARCH #2,LINCOLN EXTENDED URBANA IL
VEGETABLE RESEARCH FARM - GARAGE,LINCOLN EXTENDED URBANA IL
APICULTURE CAGE HDHS-PELL FR,WINDSOR RD. URBANA IL
MACHINERY STORAGE BUILDING,3603 SOUTH RACE URBANA IL
MACHINERY STORAGE BUILDING #2,3603 SOUTH RACE URBANA IL
GREIN FARM - BARN,W. CURTIS ROAD URBANA IL
GREIN FARM-CORN CRIB,E. CURTIS RD. URBANA IL
GREIN FARM - STORAGE SHED 1,W. CURTIS ROAD URBANA IL
GREIN FARM - STORAGE SHED 2,W. CURTIS ROAD URBANA IL
GREIN FARM - E E STORAGE SHED,W. CURTIS ROAD URBANA IL
SOYBEAN DAMAGE LAB - AN ENG FARM,3603 SOUTH RACE URBANA IL
SOYBEAN RESEARCH - AGRONOMY FARM,1308 W. HAZELWOOD DR. URBANA IL
POMOLOGY STORAGE BLDG - PELL FARM,WINDSOR RD. URBANA IL
PHARMACOLOGY & TOXICOLOGY,S. RACE URBANA IL
POULTRY ISOLATION UNIT - VET RES FAR,"S. RACE, URBANA URBANA" IL
CONFINEMENT BEEF COW BARN,E. ST. MARY'S RD. CHAMPAIGN IL
DRY COW FREE - STALL BARN,2301 S. LINCOLN URBANA IL
HEIFER SHED - LINCOLN AVENUE DAIRY,2301 S. LINCOLN URBANA IL
SOLIDS SEPARATION UNIT - LAD,2301 S. LINCOLN URBANA IL
FREE STALL POLE BUILDING - LAD,2301 S. LINCOLN URBANA IL
SUPERVISOR'S RESIDENCE - BEEF,501 E. ST. MARY'S RD. CHAMPAIGN IL
CRUSE FARM PUMP STATION,2923 S. FIRST ST. CHAMPAIGN IL
NEMATOLOGY STORAGE BUILDING,WINDSOR ROAD URBANA IL
ACID RAIN FIELD BUILDING,S. WRIGHT EXT. CHAMPAIGN IL
CRUSE FARM STORAGE BUILDING,S. FIRST ST. CHAMPAIGN IL
VET RES FARM-DOG HOUSING UNIT,S. RACE ST. URBANA IL
VET RES FARM-SWINE FINISHING BLDG,3305 S. RACE ST. URBANA IL
VET RES FARM-SWINE FARROWING & NURSY,3305 S. RACE ST. URBANA IL
VET RES FARM-DOG SMALL RUMINANT BLDG,3305 S. RACE ST. URBANA IL
VET RES FARM-SWINE GESTATION UNIT,3305 S. RACE ST. URBANA IL
VET RES FARM-SERVICE BUILDING,3305 S. RACE ST. URBANA IL
VET RES FARM-CATTLE CONFINEMENT FAC,S. RACE ST. URBANA IL
VET RES FARM-HAY BARN,S. RACE ST. URBANA IL
BEEF COW FACILITY,2612 S. FIRST ST. CHAMPAIGN IL
BEEF COW FACILITY-CATTLE WKG SHLTR,"S. FOURTH ST., EXT. URBANA" IL
BEEF COW FACILITY-HAY STORAGE,"S. FOURTH ST., EXT. URBANA" IL
VEGETABLE CROPS SHOP & STOR BLDG,"2921 S. FIRST ST., CHAMPAIGN" IL
AGRICULTURAL/PPFM WAREHOUSE STOR A,S. WRIGHT EXT. CHAMPAIGN IL
ENGINEERING WAREHOUSE STOR B,"S. WRIGHT EXT., CHAMPAIGN" IL
ENGINEERING WAREHOUSE STOR C,1921 S. WRIGHT EXT. CHAMPAIGN IL
ELECTRICAL ENG STOR BLDG,2121 S. GIRIFFITH DR. CHAMPAIGN IL
IMPLEMENT STORAGE BLDG-LAD,S. LINCOLN URBANA IL
HAY STORAGE-DAIRY,S. LINCOLN URBANA IL
FEED LOADING-LINCOLN AVE DAIRY,2201 S. LINCOLN URBANA IL
LARGE HEIFER REARING-LAD,2201 S. LINCOLN URBANA IL
SMALL HEIFER REARING-LAD,2201 S. LINCOLN URBANA IL
WATER SURVEY WAREHOUSE,2107 S. GRIFFITH DR. CHAMPAIGN IL
AERONOMY FIELD STATION,1600E AND .7 MILES N OF 1900N URBANA IL
LASER - RADAR FACILITY,1600E AND .7 MILES N OF 1900N URBANA IL
SWINE RES CTR-GENERATOR BLDG,S. FIRST ST. CHAMPAIGN IL
SWINE RES CTR-HEADQUARTERS BLDG,3502 S. FIRST ST. CHAMPAIGN IL
SWINE RES CTR-FEED CENTER,3502 S. FIRST ST. CHAMPAIGN IL
SWINE RES CTR-ISOLATION BLDG,3502 S. FIRST ST. CHAMPAIGN IL
SWINE RES CTR-NURSERY,3502 S. FIRST ST. CHAMPAIGN IL
SWINE RES CTR-GROWING BLDG #1,3502 S. FIRST ST. CHAMPAIGN IL
SWINE RES CTR-GROWING BLDG #2,3502 S. FIRST ST. CHAMPAIGN IL
SWINE RES CTR-FINISHING BLDG #1,3502 S. FIRST ST. CHAMPAIGN IL
METAL STORAGE BUILDING,192 S. WRIGHT ST. EXT. CHAMPAIGN IL
ILLINI UNION WAREHOUSE,50 E. HAZELWOOD DR CHAMPAIGN IL
CORE STORAGE BUILDING,1901 S. OAK ST. CHAMPAIGN IL
O&M STORAGE BUILDING,W. HAZELWOOD DR. URBANA IL
AGRICULTURE STORAGE BUILDING,W. HAZELWOOD DR. URBANA IL
MODULAR INFECTIOUS DIS CONT BLDG #1,RACE STREET URBANA IL
MODULAR INFECTIOUS DIS CONT BLDG #2,RACE STREET URBANA IL
COMMODITIES STORAGE BUILDING,NULL URBANA IL
WILDLIFE BUILDING,W. HAZELWOOD DR. CHAMPAIGN IL
CRUSE FARM - LARGE BARN,NULL URBANA IL
CRUSE FARM - MASONRY GARAGE,NULL URBANA IL
PEST MANAGEMENT LABORATORY,1819 S. OAK ST. CHAMPAIGN IL
SHEEP FARM - RESIDENCE TRALR,201 ST. MARY'S ROAD - BLDG 1059 CHAMPAIGN IL
HORSE RECEIVING BARN,501 E. ST. MARY'S RD. CHAMPAIGN IL
SWINE ISOLATION UNIT,NULL URBANA IL
SWINE MOBLIE HOME,811 W. CURTIS ROAD URBANA IL
MACHINE SHED - AN SCI,811 W. CURTIS ROAD URBANA IL
MACHINE STORAGE CRIB,811 W. CURTIS ROAD URBANA IL
PTI PAVILION,609 1/2 E. CURTIS ROAD CHAMPAIGN IL
POLICE TRAINING INSTITUTE-TACTICAL,609 1/2 E. CURTIS ROAD CHAMPAIGN IL
POLICE TRAINING TACTILE,609 1/2 E. CURTIS ROAD CHAMPAIGN IL
EARLY CHILD DEVELOPMENT LAB,1005 W. NEVADA URBANA IL
HAZELWOOD DRIVE UTILITIES CENTER,1910 S. OAK STREET CHAMPAIGN IL
FORBES NATURAL HISTORY BUILDING,1816 S. OAK STREET CHAMPAIGN IL
Z BUILDING,1901 S. FIRST ST. CHAMPAIGN IL
MOTOROLA BUILDING,"2001 S. FIRST, SUITE 201 CHAMPAIGN" IL
SWINE NURSERY TRAILER - EAST,NULL CHAMPAIGN IL
SWINE NURSERY TRAILER-WEST,3502 S. FIRST ST. CHAMPAIGN IL
PLAYFIELD FACILITY,S. WRIGHT STREET URBANA IL
ILLINI UNION WAREHOUSE #2,509 W. HAZELWOOD DRIVE URBANA IL
INSTITUTE FOR GENOMIC BIOLOGY,1206 W. GREGORY DRIVE URBANA IL
TECHNOLOGY PLAZA,616 E. GREEN CHAMPAIGN IL
WATER SURVEY MAINT. SHOP,2208 GRIFFITH DRIVE CHAMPAIGN IL
SOYFACE BARN,NULL URBANA IL
1902 FOX DRIVE,1902 FOX DRIVE CHAMPAIGN IL
DAIRY FREE STALL BARN,2301 S. LINCOLN URBANA IL
CERL-POLE BARN 11,2902 NEWMARK DR. CHAMPAIGN IL
HAY STORAGE BUILDING,0 S. RACE STREET URBANA IL
1011 W. UNIVERSITY AVE.,1011 W. UNIVERSITY AVE. URBANA IL
ABBOTT SCRUBBER BUILDING,21 E. ARMORY CHAMPAIGN IL
AERODYNAMICS RESEARCH LABORATORY,1021 W WESTERN AVENUE URBANA IL
NORTH CAMPUS PARKING DECK,1201 W. UNIVERSITY AVENUE URBANA IL
ENTERPRISE WORKS @ ILLINOIS,60 HAZELWOOD DRIVE CHAMPAIGN IL
OAK STREET LIBRARY FACILITY,809 S. OAK STREET CHAMPAIGN IL
1313 W. OLD CHURCH ROAD,1313 W. OLD CHURCH ROAD URBANA IL
ISGS POLE BARN WEST,2909 S LINCOLN AVENUE URBANA IL
WILDLIFE RESEARCH LABORATORY,1110 W CURTIS URBANA IL
AVIARY AC BUILDING,# 1100 - 1112 W CURTIS ROAD URBANA IL
PONDS SITE LABORATORY,3505 S. LINCOLN AVE. URBANA IL
ISGS POLE BARN EAST,2911 S LINCOLN AVENUE URBANA IL
Z-2 BUILDING,2001 SOURTH FIRST STREET CHAMPAIGN IL
WATER SURVEY RESEARCH CENTER #1,2204 S. KIRK DR. CHAMPAIGN IL
WATER SURVEY RESEARCH CENTER - SHED,30 BAILEY DR. CHAMPAIGN IL
WATER SURVEY RESEARCH CENTER #3,2208 S. KIRK DR. CHAMPAIGN IL
WATER SURVEY RESEARCH CENTER #4,15 BAILEY DR. CHAMPAIGN IL
WATER SURVEY RESEARCH CENTER #5,35 BAILEY DR. CHAMPAIGN IL
WATER SURVEY RESEARCH CENTER #6,65 BAILEY DR. CHAMPAIGN IL
WATER SURVEY RESEARCH CENTER #7,40 BAILEY DR. CHAMPAIGN IL
WATER SURVEY RESEARCH CENTER #8,60 BAILEY DR. CHAMPAIGN IL
WATER SURVEY RESEARCH CENTER #9,2210 S. KIRK DR. CHAMPAIGN IL
1108 W. STOUGHTON,1108 W. STOUGHTON CHAMPAIGN IL
CERL-MAINBUILDING 2,2902 NEWMARK DR. CHAMPAIGN IL
CERL-MAIN BUILDING 3,2902 NEWMARK DR. CHAMPAIGN IL
CERL- TESS BUILDING,2902 NEWMARK DR. CHAMPAIGN IL
CERL- SOLAR HOUSE 6,2902 NEWMARK DR. CHAMPAIGN IL
CERL- CHEMICAL STORAGE BLDG. 7,2902 NEWMARK DR. CHAMPAIGN IL
CERL-INCINERATOR BUILDING 8,2902 NEWMARK DRI. CHAMPAIGN IL
CERL- UTILITIES BUILDING 9,2902 NEWMARK DR. CHAMPAIGN IL
CERL- FOAM PANEL BUILDING 12,2902 NEWMARK DR. CHAMPAIGN IL
CERL-TESS ANNEX 13,2902 NEWMARK DR. CHAMPAIGN IL
CERL-GREENHOUSE,2902 NEWMARK DR. CHAMPAIGN IL
CERL-SOUTH HALL,2902 NEWMARK DR. CHAMPAIGN IL
